Thành phố,Quốc gia,Đánh giá chất lượng,Chỉ số không khí,Nồng độ bụi(pm10),Chỉ số Ozon,Chỉ số NO2,Chỉ số CO,Chỉ số SO2,Áp suất khí quyển,Độ ẩm,Ngày,Thời gian,Catching
Berlin - Đức,DE,Trung bình - nhóm nhạy cảm chú ý,30,15,24,5,0,-1,1014,61,2025-11-06,2025-11-06 14:12:35,2025-11-06 14:10:00
Berlin - Đức,DE,Không lành mạnh - mọi người có thể bị ảnh hưởng,63,23,1,15,0,-1,1013,94,2025-11-11,2025-11-11 09:27:39,2025-11-11 09:20:00
Berlin - Đức,DE,Không lành mạnh - mọi người có thể bị ảnh hưởng,63,23,1,15,0,-1,1013,94,2025-11-11,2025-11-11 09:27:40,2025-11-11 09:20:00
Berlin - Đức,DE,Không lành mạnh - mọi người có thể bị ảnh hưởng,63,22,1,9,0,-1,1013,94,2025-11-11,2025-11-11 10:16:52,2025-11-11 10:10:00
Berlin - Đức,DE,Không lành mạnh - mọi người có thể bị ảnh hưởng,63,22,1,9,0,-1,1013,94,2025-11-11,2025-11-11 10:20:01,2025-11-11 10:20:00
Berlin - Đức,DE,Không lành mạnh - mọi người có thể bị ảnh hưởng,59,18,4,7,0,-1,1013,94,2025-11-11,2025-11-11 10:30:44,2025-11-11 10:30:00
Berlin - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,55,17,4,10,0,-1,1014,93,2025-11-11,2025-11-11 15:12:58,2025-11-11 15:10:00
Berlin - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,55,17,4,10,0,-1,1014,93,2025-11-11,2025-11-11 15:12:58,2025-11-11 15:10:00
Berlin - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,55,17,4,10,0,-1,1014,93,2025-11-11,2025-11-11 15:17:17,2025-11-11 15:10:00
Berlin - Đức,DE,Không lành mạnh - mọi người có thể bị ảnh hưởng,59,20,4,12,0,-1,1014,93,2025-11-11,2025-11-11 15:59:48,2025-11-11 15:50:00
Berlin - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,55,18,0,13,0,-1,1017,95,2025-11-12,2025-11-12 07:54:02,2025-11-12 07:50:00
Berlin - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,55,18,0,13,0,-1,1017,95,2025-11-12,2025-11-12 07:54:03,2025-11-12 07:50:00
Berlin - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,55,18,0,13,0,-1,1017,95,2025-11-12,2025-11-12 08:15:18,2025-11-12 08:10:00
Berlin - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,55,18,0,13,0,-1,1017,95,2025-11-12,2025-11-12 08:19:52,2025-11-12 08:10:00
Berlin - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,55,18,0,13,0,-1,1017,95,2025-11-12,2025-11-12 08:22:58,2025-11-12 08:20:00
Berlin - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,42,15,11,6,0,-1,1015,83,2025-11-12,2025-11-12 14:16:35,2025-11-12 14:10:00
Berlin - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,42,15,11,6,0,-1,1015,83,2025-11-12,2025-11-12 14:16:35,2025-11-12 14:10:00
Bilbao,Tây Ban Nha,Trung bình - nhóm nhạy cảm chú ý,30,12,-1,8,0,2,1007,59,2025-11-13,2025-11-13 07:06:23,2025-11-13 07:00:00
Bilbao,Tây Ban Nha,Trung bình - nhóm nhạy cảm chú ý,30,12,-1,8,0,2,1007,59,2025-11-13,2025-11-13 07:06:23,2025-11-13 07:00:00
Bilbao,Tây Ban Nha,Trung bình - nhóm nhạy cảm chú ý,30,14,-1,6,0,2,1005,53,2025-11-13,2025-11-13 14:05:00,2025-11-13 14:00:00
Bilbao,Tây Ban Nha,Trung bình - nhóm nhạy cảm chú ý,30,14,-1,6,0,2,1005,53,2025-11-13,2025-11-13 14:05:00,2025-11-13 14:00:00
Bilbao,Tây Ban Nha,Không lành mạnh - mọi người có thể bị ảnh hưởng,59,46,-1,1,0,2,998,53,2025-11-14,2025-11-14 01:39:19,2025-11-14 01:30:00
Bilbao,Tây Ban Nha,Không lành mạnh - mọi người có thể bị ảnh hưởng,59,46,-1,1,0,2,998,53,2025-11-14,2025-11-14 01:39:21,2025-11-14 01:30:00
Bilbao,Tây Ban Nha,Tốt - ít tác động sức khỏe,5,3,-1,1,0,2,999,55,2025-11-14,2025-11-14 06:58:02,2025-11-14 06:50:00
Bilbao,Tây Ban Nha,Tốt - ít tác động sức khỏe,5,4,-1,0,0,2,1005,51,2025-11-15,2025-11-15 06:32:23,2025-11-15 06:30:00
Bilbao,Tây Ban Nha,Tốt - ít tác động sức khỏe,5,4,-1,0,0,2,1005,51,2025-11-15,2025-11-15 06:32:23,2025-11-15 06:30:00
Bilbao,Tây Ban Nha,Trung bình - nhóm nhạy cảm chú ý,25,10,-1,6,0,3,1004,49,2025-11-15,2025-11-15 15:15:49,2025-11-15 15:10:00
Bilbao,Tây Ban Nha,Trung bình - nhóm nhạy cảm chú ý,25,10,-1,6,0,3,1004,49,2025-11-15,2025-11-15 15:15:49,2025-11-15 15:10:00
Bilbao - Tây Ban Nha,ES,Trung bình - nhóm nhạy cảm chú ý,25,13,-1,2,0,3,1016,52,2025-10-23,2025-10-23 15:12:26,2025-10-23 15:10:00
Bilbao - Tây Ban Nha,ES,Trung bình - nhóm nhạy cảm chú ý,30,15,-1,4,0,3,1016,52,2025-10-23,2025-10-23 15:16:40,2025-10-23 15:10:00
Bilbao - Tây Ban Nha,ES,Trung bình - nhóm nhạy cảm chú ý,30,15,-1,4,0,3,1016,52,2025-10-23,2025-10-23 15:24:43,2025-10-23 15:20:00
Bilbao - Tây Ban Nha,ES,Trung bình - nhóm nhạy cảm chú ý,30,15,-1,4,0,3,1016,52,2025-10-23,2025-10-23 15:33:44,2025-10-23 15:30:00
Bilbao - Tây Ban Nha,ES,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,50,22,-1,17,0,5,1018,67,2025-10-24,2025-10-24 09:34:47,2025-10-24 09:30:00
Bilbao - Tây Ban Nha,ES,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,50,22,-1,17,0,5,1018,67,2025-10-24,2025-10-24 09:34:47,2025-10-24 09:30:00
Bilbao - Tây Ban Nha,ES,Không lành mạnh - mọi người có thể bị ảnh hưởng,59,24,-1,12,0,5,1014,87,2025-10-25,2025-10-25 02:04:13,2025-10-25 02:00:00
Bilbao - Tây Ban Nha,ES,Không lành mạnh - mọi người có thể bị ảnh hưởng,59,24,-1,12,0,5,1014,87,2025-10-25,2025-10-25 02:04:13,2025-10-25 02:00:00
Bilbao - Tây Ban Nha,ES,Trung bình - nhóm nhạy cảm chú ý,25,11,-1,6,0,3,1010,56,2025-11-05,2025-11-05 07:01:58,2025-11-05 07:00:00
Bilbao - Tây Ban Nha,ES,Trung bình - nhóm nhạy cảm chú ý,25,11,-1,6,0,3,1010,56,2025-11-05,2025-11-05 07:01:58,2025-11-05 07:00:00
Bilbao - Tây Ban Nha,ES,Trung bình - nhóm nhạy cảm chú ý,21,10,-1,11,0,3,1009,56,2025-11-05,2025-11-05 08:05:51,2025-11-05 08:00:00
Bilbao - Tây Ban Nha,ES,Tốt - ít tác động sức khỏe,5,3,-1,1,0,2,1006,52,2025-11-06,2025-11-06 02:21:41,2025-11-06 02:20:00
Bilbao - Tây Ban Nha,ES,Tốt - ít tác động sức khỏe,5,3,-1,1,0,2,1006,52,2025-11-06,2025-11-06 02:21:41,2025-11-06 02:20:00
Bilbao - Tây Ban Nha,ES,Tốt - ít tác động sức khỏe,9,9,-1,7,0,2,1009,45,2025-11-06,2025-11-06 14:12:47,2025-11-06 14:10:00
Bilbao - Tây Ban Nha,ES,Tốt - ít tác động sức khỏe,9,9,-1,7,0,2,1009,45,2025-11-06,2025-11-06 14:12:47,2025-11-06 14:10:00
Bilbao - Tây Ban Nha,ES,Tốt - ít tác động sức khỏe,9,7,-1,10,0,2,1012,55,2025-11-11,2025-11-11 09:27:55,2025-11-11 09:20:00
Bilbao - Tây Ban Nha,ES,Tốt - ít tác động sức khỏe,9,7,-1,10,0,2,1012,55,2025-11-11,2025-11-11 09:27:57,2025-11-11 09:20:00
Bilbao - Tây Ban Nha,ES,Trung bình - nhóm nhạy cảm chú ý,13,8,-1,7,0,3,1012,55,2025-11-11,2025-11-11 10:17:06,2025-11-11 10:10:00
Bilbao - Tây Ban Nha,ES,Trung bình - nhóm nhạy cảm chú ý,13,8,-1,7,0,3,1012,55,2025-11-11,2025-11-11 10:20:16,2025-11-11 10:20:00
Bilbao - Tây Ban Nha,ES,Trung bình - nhóm nhạy cảm chú ý,13,8,-1,7,0,3,1011,52,2025-11-11,2025-11-11 10:31:00,2025-11-11 10:30:00
Bilbao - Tây Ban Nha,ES,Trung bình - nhóm nhạy cảm chú ý,17,8,-1,5,0,2,1009,46,2025-11-11,2025-11-11 15:13:12,2025-11-11 15:10:00
Bilbao - Tây Ban Nha,ES,Trung bình - nhóm nhạy cảm chú ý,17,8,-1,5,0,2,1009,46,2025-11-11,2025-11-11 15:13:12,2025-11-11 15:10:00
Bilbao - Tây Ban Nha,ES,Trung bình - nhóm nhạy cảm chú ý,21,11,-1,8,0,2,1009,46,2025-11-11,2025-11-11 15:17:30,2025-11-11 15:10:00
Bilbao - Tây Ban Nha,ES,Trung bình - nhóm nhạy cảm chú ý,21,11,-1,8,0,2,1009,46,2025-11-11,2025-11-11 16:00:04,2025-11-11 16:00:00
Bilbao - Tây Ban Nha,ES,Trung bình - nhóm nhạy cảm chú ý,21,10,-1,14,0,3,1006,55,2025-11-12,2025-11-12 07:54:15,2025-11-12 07:50:00
Bilbao - Tây Ban Nha,ES,Trung bình - nhóm nhạy cảm chú ý,21,10,-1,14,0,3,1006,55,2025-11-12,2025-11-12 07:54:16,2025-11-12 07:50:00
Bilbao - Tây Ban Nha,ES,Trung bình - nhóm nhạy cảm chú ý,21,10,-1,14,0,3,1006,55,2025-11-12,2025-11-12 08:15:30,2025-11-12 08:10:00
Bilbao - Tây Ban Nha,ES,Trung bình - nhóm nhạy cảm chú ý,30,14,-1,18,0,4,1007,52,2025-11-12,2025-11-12 08:20:05,2025-11-12 08:20:00
Bilbao - Tây Ban Nha,ES,Trung bình - nhóm nhạy cảm chú ý,30,14,-1,18,0,4,1007,52,2025-11-12,2025-11-12 08:23:11,2025-11-12 08:20:00
Bilbao - Tây Ban Nha,ES,Trung bình - nhóm nhạy cảm chú ý,25,13,-1,5,0,2,1003,38,2025-11-12,2025-11-12 14:16:48,2025-11-12 14:10:00
Bilbao - Tây Ban Nha,ES,Trung bình - nhóm nhạy cảm chú ý,25,13,-1,5,0,2,1003,38,2025-11-12,2025-11-12 14:16:48,2025-11-12 14:10:00
Birmingham,Anh,Trung bình - nhóm nhạy cảm chú ý,21,9,29,2,-1,1,1002,96,2025-11-13,2025-11-13 07:06:02,2025-11-13 07:00:00
Birmingham,Anh,Trung bình - nhóm nhạy cảm chú ý,21,9,29,2,-1,1,1002,96,2025-11-13,2025-11-13 07:06:02,2025-11-13 07:00:00
Birmingham,Anh,Trung bình - nhóm nhạy cảm chú ý,21,10,24,4,-1,1,1006,85,2025-11-13,2025-11-13 14:04:40,2025-11-13 14:00:00
Birmingham,Anh,Trung bình - nhóm nhạy cảm chú ý,21,10,24,4,-1,1,1006,85,2025-11-13,2025-11-13 14:04:40,2025-11-13 14:00:00
Birmingham,Anh,Trung bình - nhóm nhạy cảm chú ý,30,11,2,8,-1,1,1004,97,2025-11-14,2025-11-14 01:38:48,2025-11-14 01:30:00
Birmingham,Anh,Trung bình - nhóm nhạy cảm chú ý,30,11,2,8,-1,1,1004,97,2025-11-14,2025-11-14 01:38:52,2025-11-14 01:30:00
Birmingham,Anh,Trung bình - nhóm nhạy cảm chú ý,34,13,18,8,-1,1,1002,96,2025-11-14,2025-11-14 06:57:42,2025-11-14 06:50:00
Birmingham,Anh,Tốt - ít tác động sức khỏe,5,2,26,2,-1,1,1006,98,2025-11-15,2025-11-15 06:32:03,2025-11-15 06:30:00
Birmingham,Anh,Tốt - ít tác động sức khỏe,5,2,26,2,-1,1,1006,98,2025-11-15,2025-11-15 06:32:03,2025-11-15 06:30:00
Birmingham,Anh,Tốt - ít tác động sức khỏe,5,2,16,6,-1,1,1009,98,2025-11-15,2025-11-15 15:15:29,2025-11-15 15:10:00
Birmingham,Anh,Tốt - ít tác động sức khỏe,5,2,16,6,-1,1,1009,98,2025-11-15,2025-11-15 15:15:30,2025-11-15 15:10:00
Birmingham - Anh,GB,Trung bình - nhóm nhạy cảm chú ý,17,7,22,6,-1,1,991,82,2025-10-23,2025-10-23 15:12:05,2025-10-23 15:10:00
Birmingham - Anh,GB,Trung bình - nhóm nhạy cảm chú ý,17,7,22,6,-1,1,991,82,2025-10-23,2025-10-23 15:16:20,2025-10-23 15:10:00
Birmingham - Anh,GB,Trung bình - nhóm nhạy cảm chú ý,17,7,22,6,-1,1,991,82,2025-10-23,2025-10-23 15:24:23,2025-10-23 15:20:00
Birmingham - Anh,GB,Tốt - ít tác động sức khỏe,11,6,22,7,-1,0,992,83,2025-10-23,2025-10-23 15:33:23,2025-10-23 15:30:00
Birmingham - Anh,GB,Trung bình - nhóm nhạy cảm chú ý,15,7,21,5,-1,0,998,82,2025-10-24,2025-10-24 09:34:26,2025-10-24 09:30:00
Birmingham - Anh,GB,Trung bình - nhóm nhạy cảm chú ý,15,7,21,5,-1,0,998,82,2025-10-24,2025-10-24 09:34:26,2025-10-24 09:30:00
Birmingham - Anh,GB,Trung bình - nhóm nhạy cảm chú ý,17,7,19,2,-1,1,998,94,2025-10-25,2025-10-25 02:03:52,2025-10-25 02:00:00
Birmingham - Anh,GB,Trung bình - nhóm nhạy cảm chú ý,17,7,19,2,-1,1,998,94,2025-10-25,2025-10-25 02:03:52,2025-10-25 02:00:00
Birmingham - Anh,GB,Trung bình - nhóm nhạy cảm chú ý,17,7,21,2,-1,0,1005,96,2025-11-05,2025-11-05 07:01:37,2025-11-05 07:00:00
Birmingham - Anh,GB,Trung bình - nhóm nhạy cảm chú ý,17,7,21,2,-1,0,1005,96,2025-11-05,2025-11-05 07:01:38,2025-11-05 07:00:00
Birmingham - Anh,GB,Trung bình - nhóm nhạy cảm chú ý,24,10,23,5,-1,1,1005,96,2025-11-05,2025-11-05 08:05:31,2025-11-05 08:00:00
Birmingham - Anh,GB,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,40,14,13,6,-1,1,1003,92,2025-11-06,2025-11-06 02:21:20,2025-11-06 02:20:00
Birmingham - Anh,GB,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,40,14,13,6,-1,1,1003,92,2025-11-06,2025-11-06 02:21:20,2025-11-06 02:20:00
Birmingham - Anh,GB,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,43,18,12,7,-1,1,1004,87,2025-11-06,2025-11-06 14:12:27,2025-11-06 14:10:00
Birmingham - Anh,GB,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,43,18,12,7,-1,1,1004,87,2025-11-06,2025-11-06 14:12:27,2025-11-06 14:10:00
Birmingham - Anh,GB,Trung bình - nhóm nhạy cảm chú ý,18,8,16,7,-1,1,1002,98,2025-11-11,2025-11-11 09:27:30,2025-11-11 09:20:00
Birmingham - Anh,GB,Trung bình - nhóm nhạy cảm chú ý,18,8,16,7,-1,1,1002,98,2025-11-11,2025-11-11 09:27:31,2025-11-11 09:20:00
Birmingham - Anh,GB,Trung bình - nhóm nhạy cảm chú ý,21,9,15,6,-1,1,1002,98,2025-11-11,2025-11-11 10:16:43,2025-11-11 10:10:00
Birmingham - Anh,GB,Trung bình - nhóm nhạy cảm chú ý,21,9,15,6,-1,1,1002,98,2025-11-11,2025-11-11 10:19:52,2025-11-11 10:10:00
Birmingham - Anh,GB,Trung bình - nhóm nhạy cảm chú ý,21,9,15,6,-1,1,1002,98,2025-11-11,2025-11-11 10:30:34,2025-11-11 10:30:00
Birmingham - Anh,GB,Trung bình - nhóm nhạy cảm chú ý,22,9,24,4,-1,1,1000,90,2025-11-11,2025-11-11 15:12:50,2025-11-11 15:10:00
Birmingham - Anh,GB,Trung bình - nhóm nhạy cảm chú ý,22,9,24,4,-1,1,1000,90,2025-11-11,2025-11-11 15:12:51,2025-11-11 15:10:00
Birmingham - Anh,GB,Trung bình - nhóm nhạy cảm chú ý,22,9,24,4,-1,1,1000,90,2025-11-11,2025-11-11 15:17:10,2025-11-11 15:10:00
Birmingham - Anh,GB,Trung bình - nhóm nhạy cảm chú ý,19,8,24,4,-1,1,1000,91,2025-11-11,2025-11-11 15:41:30,2025-11-11 15:40:00
Birmingham - Anh,GB,Trung bình - nhóm nhạy cảm chú ý,19,8,24,4,-1,1,1000,91,2025-11-11,2025-11-11 15:59:41,2025-11-11 15:50:00
Birmingham - Anh,GB,Trung bình - nhóm nhạy cảm chú ý,21,8,25,4,-1,1,1000,97,2025-11-12,2025-11-12 07:53:54,2025-11-12 07:50:00
Birmingham - Anh,GB,Trung bình - nhóm nhạy cảm chú ý,21,8,25,4,-1,1,1000,97,2025-11-12,2025-11-12 07:53:54,2025-11-12 07:50:00
Birmingham - Anh,GB,Trung bình - nhóm nhạy cảm chú ý,21,8,25,4,-1,1,1000,97,2025-11-12,2025-11-12 08:15:10,2025-11-12 08:10:00
Birmingham - Anh,GB,Trung bình - nhóm nhạy cảm chú ý,21,8,25,4,-1,1,1000,97,2025-11-12,2025-11-12 08:19:44,2025-11-12 08:10:00
Birmingham - Anh,GB,Trung bình - nhóm nhạy cảm chú ý,21,8,25,4,-1,1,1000,97,2025-11-12,2025-11-12 08:22:50,2025-11-12 08:20:00
Birmingham - Anh,GB,Trung bình - nhóm nhạy cảm chú ý,24,9,19,9,-1,1,1000,98,2025-11-12,2025-11-12 14:16:27,2025-11-12 14:10:00
Birmingham - Anh,GB,Trung bình - nhóm nhạy cảm chú ý,24,9,19,9,-1,1,1000,98,2025-11-12,2025-11-12 14:16:27,2025-11-12 14:10:00
Bogotá,Colombia,Trung bình - nhóm nhạy cảm chú ý,17,8,2,4,2,0,564,88,2025-11-13,2025-11-13 07:06:43,2025-11-13 07:00:00
Bogotá,Colombia,Trung bình - nhóm nhạy cảm chú ý,17,8,2,4,2,0,564,88,2025-11-13,2025-11-13 07:06:43,2025-11-13 07:00:00
Bogotá,Colombia,Trung bình - nhóm nhạy cảm chú ý,25,14,5,4,4,0,564,56,2025-11-13,2025-11-13 14:05:20,2025-11-13 14:00:00
Bogotá,Colombia,Trung bình - nhóm nhạy cảm chú ý,25,14,5,4,4,0,564,56,2025-11-13,2025-11-13 14:05:20,2025-11-13 14:00:00
Bogotá,Colombia,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,50,27,0,10,12,0,564,84,2025-11-14,2025-11-14 01:39:44,2025-11-14 01:30:00
Bogotá,Colombia,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,50,27,0,10,12,0,564,84,2025-11-14,2025-11-14 01:39:46,2025-11-14 01:30:00
Bogotá,Colombia,Trung bình - nhóm nhạy cảm chú ý,17,11,2,2,2,0,564,86,2025-11-14,2025-11-14 06:58:22,2025-11-14 06:50:00
Bogotá,Colombia,Trung bình - nhóm nhạy cảm chú ý,30,19,0,5,8,0,563,87,2025-11-15,2025-11-15 06:32:43,2025-11-15 06:30:00
Bogotá,Colombia,Trung bình - nhóm nhạy cảm chú ý,30,19,0,5,8,0,563,87,2025-11-15,2025-11-15 06:32:43,2025-11-15 06:30:00
Bogotá,Colombia,Không lành mạnh - mọi người có thể bị ảnh hưởng,72,50,2,15,9,0,564,57,2025-11-15,2025-11-15 15:16:09,2025-11-15 15:10:00
Bogotá,Colombia,Không lành mạnh - mọi người có thể bị ảnh hưởng,72,50,2,15,9,0,564,57,2025-11-15,2025-11-15 15:16:09,2025-11-15 15:10:00
Bogotá - Colombia,CO,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,42,74,4,31,18,0,565,55,2025-10-23,2025-10-23 15:12:47,2025-10-23 15:10:00
Bogotá - Colombia,CO,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,42,74,4,31,18,0,565,55,2025-10-23,2025-10-23 15:17:00,2025-10-23 15:10:00
Bogotá - Colombia,CO,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,42,74,4,31,18,0,565,55,2025-10-23,2025-10-23 15:25:03,2025-10-23 15:20:00
Bogotá - Colombia,CO,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,42,74,4,31,18,0,565,55,2025-10-23,2025-10-23 15:34:06,2025-10-23 15:30:00
Bogotá - Colombia,CO,Tốt - ít tác động sức khỏe,9,8,4,2,2,78,564,87,2025-10-24,2025-10-24 09:35:10,2025-10-24 09:30:00
Bogotá - Colombia,CO,Tốt - ít tác động sức khỏe,9,8,4,2,2,78,564,87,2025-10-24,2025-10-24 09:35:11,2025-10-24 09:30:00
Bogotá - Colombia,CO,Không lành mạnh - mọi người có thể bị ảnh hưởng,61,50,0,14,11,0,563,67,2025-10-25,2025-10-25 02:04:34,2025-10-25 02:00:00
Bogotá - Colombia,CO,Không lành mạnh - mọi người có thể bị ảnh hưởng,61,50,0,14,11,0,563,67,2025-10-25,2025-10-25 02:04:34,2025-10-25 02:00:00
Bogotá - Colombia,CO,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,38,16,2,5,4,0,565,87,2025-11-05,2025-11-05 07:02:18,2025-11-05 07:00:00
Bogotá - Colombia,CO,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,38,16,2,5,4,0,565,87,2025-11-05,2025-11-05 07:02:19,2025-11-05 07:00:00
Bogotá - Colombia,CO,Trung bình - nhóm nhạy cảm chú ý,25,8,4,3,2,0,565,87,2025-11-05,2025-11-05 08:06:12,2025-11-05 08:00:00
Bogotá - Colombia,CO,Trung bình - nhóm nhạy cảm chú ý,34,8,4,4,3,0,565,86,2025-11-06,2025-11-06 02:22:01,2025-11-06 02:20:00
Bogotá - Colombia,CO,Trung bình - nhóm nhạy cảm chú ý,34,8,4,4,3,0,565,86,2025-11-06,2025-11-06 02:22:01,2025-11-06 02:20:00
Bogotá - Colombia,CO,Không lành mạnh - mọi người có thể bị ảnh hưởng,104,63,0,16,21,0,566,82,2025-11-06,2025-11-06 14:13:08,2025-11-06 14:10:00
Bogotá - Colombia,CO,Không lành mạnh - mọi người có thể bị ảnh hưởng,104,63,0,16,21,0,566,82,2025-11-06,2025-11-06 14:13:08,2025-11-06 14:10:00
Bogotá - Colombia,CO,Tốt - ít tác động sức khỏe,9,2,2,2,2,0,564,87,2025-11-11,2025-11-11 09:28:24,2025-11-11 09:20:00
Bogotá - Colombia,CO,Tốt - ít tác động sức khỏe,9,2,2,2,2,0,564,87,2025-11-11,2025-11-11 09:28:27,2025-11-11 09:20:00
Bogotá - Colombia,CO,Tốt - ít tác động sức khỏe,5,2,1,2,2,0,564,87,2025-11-11,2025-11-11 10:17:30,2025-11-11 10:10:00
Bogotá - Colombia,CO,Tốt - ít tác động sức khỏe,5,2,1,2,2,0,564,87,2025-11-11,2025-11-11 10:20:39,2025-11-11 10:20:00
Bogotá - Colombia,CO,Tốt - ít tác động sức khỏe,5,2,1,2,2,0,564,87,2025-11-11,2025-11-11 10:31:26,2025-11-11 10:30:00
Bogotá - Colombia,CO,Không lành mạnh - mọi người có thể bị ảnh hưởng,76,50,4,21,13,0,565,51,2025-11-11,2025-11-11 15:13:32,2025-11-11 15:10:00
Bogotá - Colombia,CO,Không lành mạnh - mọi người có thể bị ảnh hưởng,76,50,4,21,13,0,565,51,2025-11-11,2025-11-11 15:13:32,2025-11-11 15:10:00
Bogotá - Colombia,CO,Không lành mạnh - mọi người có thể bị ảnh hưởng,76,50,4,21,13,0,565,51,2025-11-11,2025-11-11 15:17:50,2025-11-11 15:10:00
Bogotá - Colombia,CO,Không lành mạnh - mọi người có thể bị ảnh hưởng,76,50,4,21,13,0,565,51,2025-11-11,2025-11-11 16:00:25,2025-11-11 16:00:00
Bogotá - Colombia,CO,Trung bình - nhóm nhạy cảm chú ý,25,20,1,4,4,0,564,87,2025-11-12,2025-11-12 07:54:36,2025-11-12 07:50:00
Bogotá - Colombia,CO,Trung bình - nhóm nhạy cảm chú ý,25,20,1,4,4,0,564,87,2025-11-12,2025-11-12 07:54:36,2025-11-12 07:50:00
Bogotá - Colombia,CO,Trung bình - nhóm nhạy cảm chú ý,13,13,1,4,3,0,564,88,2025-11-12,2025-11-12 08:15:50,2025-11-12 08:10:00
Bogotá - Colombia,CO,Trung bình - nhóm nhạy cảm chú ý,13,13,1,4,3,0,564,88,2025-11-12,2025-11-12 08:20:25,2025-11-12 08:20:00
Bogotá - Colombia,CO,Trung bình - nhóm nhạy cảm chú ý,13,13,1,4,3,0,564,88,2025-11-12,2025-11-12 08:23:31,2025-11-12 08:20:00
Bogotá - Colombia,CO,Không lành mạnh - mọi người có thể bị ảnh hưởng,61,45,1,8,11,0,565,47,2025-11-12,2025-11-12 14:17:08,2025-11-12 14:10:00
Bogotá - Colombia,CO,Không lành mạnh - mọi người có thể bị ảnh hưởng,61,45,1,8,11,0,565,47,2025-11-12,2025-11-12 14:17:08,2025-11-12 14:10:00
Boston,Mỹ,Trung bình - nhóm nhạy cảm chú ý,33,9,13,11,2,0,1005,72,2025-11-13,2025-11-13 07:06:37,2025-11-13 07:00:00
Boston,Mỹ,Trung bình - nhóm nhạy cảm chú ý,33,9,13,11,2,0,1005,72,2025-11-13,2025-11-13 07:06:37,2025-11-13 07:00:00
Boston,Mỹ,Trung bình - nhóm nhạy cảm chú ý,15,7,4,11,3,0,1008,73,2025-11-13,2025-11-13 14:05:14,2025-11-13 14:00:00
Boston,Mỹ,Trung bình - nhóm nhạy cảm chú ý,15,7,4,11,3,0,1008,73,2025-11-13,2025-11-13 14:05:14,2025-11-13 14:00:00
Boston,Mỹ,Trung bình - nhóm nhạy cảm chú ý,13,4,7,9,4,0,1011,76,2025-11-14,2025-11-14 01:39:37,2025-11-14 01:30:00
Boston,Mỹ,Trung bình - nhóm nhạy cảm chú ý,13,4,7,9,4,0,1011,76,2025-11-14,2025-11-14 01:39:38,2025-11-14 01:30:00
Boston,Mỹ,Trung bình - nhóm nhạy cảm chú ý,15,4,5,8,1,0,1012,77,2025-11-14,2025-11-14 06:58:16,2025-11-14 06:50:00
Boston,Mỹ,Trung bình - nhóm nhạy cảm chú ý,14,4,16,8,3,0,1011,69,2025-11-15,2025-11-15 06:32:36,2025-11-15 06:30:00
Boston,Mỹ,Trung bình - nhóm nhạy cảm chú ý,14,4,16,8,3,0,1011,69,2025-11-15,2025-11-15 06:32:37,2025-11-15 06:30:00
Boston,Mỹ,Trung bình - nhóm nhạy cảm chú ý,17,5,8,8,3,0,1009,70,2025-11-15,2025-11-15 15:16:03,2025-11-15 15:10:00
Boston,Mỹ,Trung bình - nhóm nhạy cảm chú ý,17,5,8,8,3,0,1009,70,2025-11-15,2025-11-15 15:16:03,2025-11-15 15:10:00
Boston - Hoa Kỳ,US,Trung bình - nhóm nhạy cảm chú ý,21,10,13,11,3,0,1012,65,2025-10-23,2025-10-23 15:12:40,2025-10-23 15:10:00
Boston - Hoa Kỳ,US,Trung bình - nhóm nhạy cảm chú ý,21,10,13,11,3,0,1012,65,2025-10-23,2025-10-23 15:16:54,2025-10-23 15:10:00
Boston - Hoa Kỳ,US,Trung bình - nhóm nhạy cảm chú ý,21,10,13,11,3,0,1012,65,2025-10-23,2025-10-23 15:24:57,2025-10-23 15:20:00
